RunName,SpoligoType(MiruHero),SpoligoType(Spotyping),MiruType(MiruHero),MiruType(mirureader),Lineage(MiruHero),Lineages(tb-profiler),Resistance(tb-profiler),Family(SpolLineages)
GCA_001318105.1_5237_5_8_genomic,777777774020771,777777774020771,212212142321111311211112,22211-221----221422321-2,Euro-American,lineage4.1.2.1,ND,H1
GCA_001319045.1_4948_5_11_genomic,777777777760771,777777777760771,212212141222211211111111,21212222-22222214122-1-2,Euro-American,lineage4.1.2.1,ND,T1
GCA_001321945.1_6954_7_45_genomic,000000000003771,000000000003771,2122221512212113311312-2,2121122-2--23221-1122312,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001322405.1_6954_1_93_genomic,000000000003771,000000000003771,213222121322212211412212,2-3123222223322121232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001317925.1_5227_5_8_genomic,777701777760771,777701777760771,2123121312221-13--1-1112,212122311---2121--222--2,Euro-American,lineage4.4.1.2,ofloxacin(R),T1
GCA_001323765.1_7755_3_57_genomic,000000000003771,000000000003771,213222131321211311312212,2-2113222-23322131232--2,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001322645.1_6954_7_20_genomic,000000000003771,000000000003771,213222151321212311111-12,213113222-22-221-12-2-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001322265.1_6954_8_74_genomic,777777774020771,777777774020771,215222132222211222111222,21212-2222223221323222-2,Euro-American,lineage4.1.2.1,rifampicin(R),H1
GCA_001324225.1_7769_8_88_genomic,000000000003771,000000000003771,232222122322211422122112,212-22232-232221222322-2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001322585.1_6972_6_33_genomic,774777777420771,774777777420771,2121131122222-1122111122,212122121122213112322222,Euro-American,lineage4.2.1,ofloxacin(R),Ural-1
GCA_001322065.1_6586_8_2_genomic,777776607760771,777776607760771,1122221212242112213-3--2,1-21-221-224122121122--2,Euro-American,lineage4.3.3,rifampicin(R),LAM9
GCA_001324085.1_7841_7_66_genomic,000000000003771,000000000003771,212225152322212421112112,213122222-232251-2232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001324345.1_7755_3_50_genomic,000000000003771,000000000003771,212222122321212421112112,213112222-23222122232212,East Asian,lineage2.2.1,ND,Beijing
GCA_001323425.1_7841_7_94_genomic,000000000003771,000000000003771,222222141222111421112122,212-22222-13222141322212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001323585.1_7841_7_54_genomic,000000000003771,000000000003771,2132241212222124-1112113,213123222-23224121223-12,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001324665.1_7935_3_79_genomic,777777770000000,777777770000000,212223121225211422111122,2121-2222-222231213222-2,Euro-American,lineage4.1.2,ND,Unknown
GCA_001321965.1_6586_8_5_genomic,677777777013671,677777777013671,224324121222111321131124,212224342--222412132-212,Indo-Oceanic,lineage1.1.1,rifampicin(R),EAI5
GCA_001321705.1_6954_7_11_genomic,777760007760771,777760007760771,112223121222211111122-22,112122232123123121322-12,Euro-American,lineage4.3.3,ND,LAM-RUS
GCA_001324645.1_7935_3_83_genomic,477777777413071,477777777413071,2242221212211-1221111-13,2122142-22-2112121223-12,Indo-Oceanic,lineage1.1.2,ND,EAI3-IND
GCA_001322305.1_6954_8_60_genomic,777777607760771,777777607760771,112223153222211221212-12,1221222222231231-3222-12,Euro-American,lineage4.3.3,isoniazid(R),LAM9
GCA_001324705.1_7935_3_81_genomic,777760047760771,777760047760771,112222121222211211313-12,1-2122222224122121222-12,Euro-American,lineage4.3.3,ND,T1
GCA_001318025.1_5227_6_6_genomic,777701777760771,777701777760771,2132241312223-131-1--112,2-212-21----2-41--22---2,Euro-American,lineage4.4.1.2,ND,T1
GCA_001323365.1_7755_4_45_genomic,777776777760771,777776777760771,2121221213211112-1112122,212112122213222121332-12,Euro-American,lineage4.8,ND,X1
GCA_001318485.1_5477_8_3_genomic,000000000000771,000000000000771,2121211213211-121-111112,2121121222122111212321-2,East Asian,lineage2.2,streptomycin(R),Beijing
GCA_001324505.1_7935_3_86_genomic,000000000003771,000000000003771,212222141222213421111122,21-122222-22222141322212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001323785.1_7755_3_80_genomic,777777774020771,777777774020771,212222152322-11-22121212,212122232--2322152232--2,Euro-American,lineage4.1.2.1,ND,H1
GCA_001350535.1_7414_6_56_genomic,760760047700771,760760047700771,112222131221211211111-22,11211222222212-131322-12,Euro-American,lineage4.3.3,ND,Unknown
GCA_001325725.1_8939_3_42_genomic,610146255120161,610146255120161,1-12221121-21-11--1-11-2,112022222112212112122-01,Euro-American,lineage4.8,ND,H3
GCA_001350795.1_8080_8_15_genomic,777777407760771,777777407760771,212224121222111111111112,21212222211222-12122---2,Euro-American,ND,rifampicin(R),LAM9
GCA_001328215.1_6570_6_24_genomic,703377400001771,703377400001771,22211311122111111-2121-2,2222121211132231111221-2,East-African Indian,lineage3.1.1,ND,CAS1-Kili
GCA_001377575.1_6972_6_41_genomic,000000000003771,000000000003771,2131211213312-22-1121112,213113132222211121232-13,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001326095.1_8987_4_9_genomic,744535365420521,744535365420521,1-5122-211-13--11-11--12,111013122131112021212101,Euro-American,lineage4.2.1,isoniazid(R),Ural-1
GCA_001376975.1_6972_6_46_genomic,000000000003771,000000000003771,2131231212222-22-1112122,213123122223213121322-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001326045.1_8987_4_36_genomic,000000000003771,000000000003771,1111111112211--1--11--11,111111121-11111111221-02,East Asian,lineage2.2.1,ND,Beijing
GCA_001325165.1_8939_3_64_genomic,000000000003351,000000000003351,2121121222221--1--11-1-1,211122121-11212122121-02,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001350475.1_7414_6_60_genomic,000000000003771,000000000003771,212212151222211421211122,222122221-222221-1322-12,East Asian,lineage2.2.1.1,ND,Beijing
GCA_001345135.1_6280_7_8_genomic,000000007760771,000000007760771,2122141213211112111-1113,212112211212224121234112,Euro-American,lineage4.4.1.1,rifampicin(R),LAM
GCA_001376795.1_6954_7_13_genomic,774777777020771,774777777420771,212222111223211222121122,2121322322222221113222-2,Euro-American,lineage4.2.1,ND,H3
GCA_001377695.1_6954_7_6_genomic,774777777420771,774777777420771,213222113221212221111112,213113222222222113222-12,Euro-American,lineage4.2.1,rifampicin(R),Ural-1
GCA_001324945.1_8987_5_17_genomic,000000000003761,000000000003761,2--12114112111123------2,202011112-11121141112302,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001325125.1_8987_5_7_genomic,000000000003641,000000000003641,1112121411-21--22--11112,101121221--2212141212201,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001376255.1_6972_6_11_genomic,777717777760371,777717777760371,2121221122212-22-2211122,223112122-22212112322-22,Euro-American,lineage4.1.2.1,ND,T1
GCA_001327835.1_6570_5_5_genomic,777777757760771,777777757760771,2211131112212-11-12111-1,2222111211222131-1121-12,Euro-American,lineage4.8.2,ND,T5
GCA_001325045.1_8939_3_66_genomic,000000000002571,000000000002571,2-11111211-21111----2111,202021111-13222121211-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001378055.1_6972_6_36_genomic,000000000003771,000000000003771,2121241212212-2221122122,213112132223214121322212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001376555.1_6972_6_27_genomic,000000000003771,000000000003771,2121131212322-22-1121122,213122131222213121322-13,East Asian,lineage2.2.1,ND,Beijing
GCA_001327715.1_6570_6_19_genomic,000000000003771,000000000003771,2222211112221112-12122-2,2222222222133211-112---2,East Asian,lineage2.2.1,ND,Beijing
GCA_001345355.1_6180_2_1_genomic,000000000003771,000000000003771,122114131231212211211112,123212121222224131222113,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001328195.1_6540_2_10_genomic,040000000600771,040000000600771,2-11221214-11-11--11---2,212-11122-1111-131-32-01,Euro-American,lineage4.8.2,ND,Unknown
GCA_001325445.1_8987_4_10_genomic,000000000003671,000000000003671,211112111122-111--111--1,212121121-12122111111-02,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001324985.1_8987_4_76_genomic,601615775720560,601615775720560,11-2121112-21--1-11--111,111121211-11212111221-11,Euro-American,lineage4.1.2.1,rifampicin(R),H3
GCA_001325085.1_8987_5_35_genomic,544467517420771,544467517420771,1--121-111-12--11-1--1-1,111012112121212011111101,Euro-American,lineage4.2.1,ND,NEW-1 (misnamed as Ural-2)
GCA_001350555.1_7414_6_12_genomic,777772777760771,777772777760771,222222131222311421121212,212222232-32322131222212,Euro-American,lineage4.1.1.3,ND,X1
GCA_001376615.1_6954_1_72_genomic,777777607760771,777777607760771,112223122221111221512-22,1-2112222213123122322212,Euro-American,lineage4.3.3,rifampicin(R),LAM9
GCA_001375715.1_6954_8_95_genomic,000000000003771,000000000003771,213222121222211411211112,222123222-22222121222-12,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001325565.1_8987_4_87_genomic,000000000003371,000000000003371,2112211112-11-11--113-11,212111322-14111111221-01,East Asian,lineage2.2.1,ND,Beijing
GCA_001369335.1_Assembly_of_Mycobacterium_caprae_MB5_genome_genomic,676773674177600,676773674177600,2122242223221122-1212112,223-22-222-3---2----2-12,M. bovis,La1.7.1,pyrazinamide(R),BOV_1
GCA_001328475.1_5237_2_1_genomic,101372400000671,101372400000671,2-11121111-11111--1-1--1,21201-1111-1123111111--1,East-African Indian,lineage3.1.1,ND,CAS
GCA_001376915.1_6954_7_12_genomic,000000000003771,000000000003771,213222131322212311121122,213123232-22222131332-12,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001327875.1_6570_8_4_genomic,777777743760771,777777743760771,2221111122212-1111221112,222212131-22211112222112,Euro-American,lineage4.6.2.2,ND,Cameroon
GCA_001328515.1_6221_2_6_genomic,000000374020601,000000374020601,2-112-1113--3--11-1-2-11,211001112-32111111231101,Euro-American,lineage4.1.1,ND,H1
GCA_001327815.1_6570_8_9_genomic,477777777413071,477777777413071,1122241213221-1211212--3,122122222213114121133112,Indo-Oceanic,lineage1.1.2,isoniazid(R),EAI3-IND
GCA_001369315.1_Genome_assembly_of_M_bovis_MB2_genomic,000000310000000,000000310000000,2233242332221232213-2111,2342233122432342332211-2,"M. Africanum, West African 1",La2,ND,BOV_4-CAPRAE
GCA_001375835.1_6954_1_88_genomic,734777777420771,734777777420771,224222113222211222121112,212224232222222113222--2,Euro-American,lineage4.2.1,ofloxacin(R),Ural-1
GCA_001376895.1_6954_1_84_genomic,000000000003771,000000000003771,222222131322211411211112,222222222-22222131232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001326025.1_8939_3_68_genomic,000000000002771,000000000002771,1111221322221-112-112-11,112121122-13112132221202,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001376095.1_6954_8_68_genomic,774777777420771,774777777420771,212222113221212222122212,21311223222332-113222222,Euro-American,lineage4.2.1,rifampicin(R),Ural-1
GCA_001350675.1_7414_6_52_genomic,777777607760731,777777607760731,112224151225211222113-12,1121-222222412-1-1222--2,Euro-American,lineage4.3.3,ND,LAM9
GCA_001377015.1_6954_8_61_genomic,774777777020771,774777777420771,214222113221211222112112,21211-222223222113222--2,Euro-American,lineage4.2.1,ND,H3
GCA_001350815.1_8080_8_23_genomic,776177407760771,776177407760771,2122241222222114111111-1,212122222-22224122121-12,Euro-American,lineage4.3.2.1,ND,LAM3
GCA_001327615.1_6540_6_11_genomic,000000007500031,000000007500031,1--1-1--12-21--2211----2,111022111211111021222211,Euro-American,lineage4.1.1.3,ND,Unknown
GCA_001325145.1_8898_8_24_genomic,770177377020431,770177377020431,2141221121-12-111-1-1-14,21211-11212211211221-101,Euro-American,lineage4.2.1,streptomycin(R),H3
GCA_001350515.1_7414_6_28_genomic,777776777760601,777776777760601,223222121221211131111114,21221322212222212122---2,Euro-American,lineage4.1.1,ND,X2
GCA_001376815.1_6954_8_53_genomic,770000777760731,770000777760731,222122141222111241111112,2122221222122221-1222-12,Euro-American,lineage4.8,ND,T1-RUS2
GCA_001325645.1_8939_3_40_genomic,773776377760751,773776377760751,1111211212-11-11--1-1--2,112111112112111121122-01,Euro-American,lineage4.1.2.1,ND,T1
GCA_001377355.1_6954_7_18_genomic,000000000003771,000000000003771,213212151221211211121112,212113231-222221-1222-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001345315.1_6280_8_9_genomic,000000000000171,000000000000171,226112111221--1-31111-11,212216121--21121-1222312,East Asian,ND,rifampicin(R),Beijing
GCA_001345175.1_6280_7_9_genomic,777777777760731,777777777760731,2121131112212-2221211112,223112121222213111223-12,Euro-American,lineage4.6.1.2,rifampicin(R),T2
GCA_001377435.1_6954_7_39_genomic,000000000003771,000000000003771,212222151222311211121122,2121222322-22221-1322-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001376455.1_6954_1_73_genomic,000000000000771,000000000000771,21-222142322212411112112,213123222-23222142232-12,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001327595.1_6570_7_18_genomic,617776777760601,617776777760601,2212111111211-11-12111-1,2222112211122111-1111-12,Euro-American,lineage4.1.1,rifampicin(R),X2
GCA_001325585.1_8898_8_61_genomic,361777606700500,361777606700500,2112221111-11-11--1----1,21211121211111-111111-01,Euro-American,lineage4.3.4.2,ND,Unknown
GCA_001327695.1_6540_7_7_genomic,271372356760711,271372356760711,1-112211222221-2-11111-1,111021122222222112121-12,Euro-American,lineage4.8.2,ND,T5
GCA_001324825.1_8939_3_13_genomic,753300001700550,753300001700550,1111121111212-11--1----2,112111111121112111122-02,Euro-American,lineage4.3.3,rifampicin(R),Unknown
GCA_001345215.1_6180_2_7_genomic,700377740003771,700377740003771,212113111221211111111122,212112121122223111322112,East-African Indian,lineage3.1.2.1,rifampicin(R),CAS2
GCA_001376195.1_6954_1_54_genomic,000000000003771,000000000003771,212222121322211211212212,222122222223322121232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001325385.1_8939_3_86_genomic,000000000003330,000000000003330,2-12111121211111--1-1-11,212011211-12121112211-02,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001328295.1_6540_8_19_genomic,477760037413070,477760037413070,1121121-22-12--1--111--2,1111121-1-22112112122-01,Indo-Oceanic,lineage1.1.2,ND,EAI3-IND
GCA_001325005.1_8987_5_32_genomic,000000000003731,000000000003731,2-12211121211--1--1-1111,211011212112211112211-02,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001377155.1_6954_1_61_genomic,000000000003771,000000000003771,213222131222312431112112,213123222--3222131222312,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001376055.1_6972_6_24_genomic,000000000003771,000000000003771,2131121123212-1211111112,212-1312122221-112232112,East Asian,lineage2.2.1,ND,Beijing
GCA_001345295.1_6280_7_3_genomic,777777775760731,777777775760731,2111221113212-2111112112,213111122123212111232132,Euro-American,lineage4.6.1.2,rifampicin(R),T2
GCA_001324865.1_8987_4_70_genomic,750000175760700,750000175760700,212112-211-11-11--11---1,212112121111112021111-01,Euro-American,lineage4.8,ND,T1
GCA_001377035.1_6954_7_1_genomic,777777607760771,777777607760771,112223122222211212212-22,122122222223123122322-22,Euro-American,lineage4.3.3,ND,LAM9
GCA_001325945.1_8939_3_26_genomic,000000000003651,000000000003651,112122-3122211-1--11-112,111122122-11222031222-02,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001377115.1_6954_1_78_genomic,000000000003771,000000000003771,213222121222212211212122,223123222223222121322-12,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001376135.1_6954_8_94_genomic,000000000003771,000000000003771,213222131321212311211112,223113222-22222131232-12,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001328115.1_6540_8_10_genomic,000000004020601,000000004020601,11-11212132111-11---1--1,101113111-12122121121102,Euro-American,lineage4.1.1,ND,H2
GCA_001376675.1_6954_8_52_genomic,777777777760471,777777777760471,212212121321211312111113,212112221-22222121233-22,Euro-American,lineage4.1.2,ethionamide(R),T1
GCA_001376335.1_6972_6_47_genomic,000000000003771,000000000003771,2221231222222-22-1112123,213222122223213122323-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001376635.1_6954_7_25_genomic,000000000003771,000000000003771,212222121221212211121222,2131122-2222322121322-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001376375.1_6954_1_82_genomic,774777777420771,774777777420771,213222113221212211111112,213113222222222113222-12,Euro-American,lineage4.2.1,rifampicin(R),Ural-1
GCA_001376855.1_6972_6_8_genomic,777740003760771,777740003760771,1131131222221-11-1122-12,112123131113113122222-12,Euro-American,lineage4.3.3,ND,T1
GCA_001376695.1_6972_6_9_genomic,704777777420771,704777777420771,2122131132212-2121211112,223112221122213113222212,Euro-American,lineage4.2.1,rifampicin(R),Ural-1
GCA_001325845.1_8898_8_36_genomic,612747207760711,612747207760711,2--1221-22-11--12-1-1-11,211012112112112122221201,Euro-American,lineage4.3.3,rifampicin(R),LAM
GCA_001324805.1_8987_4_1_genomic,000000000003771,000000000003771,21--211212-12--1--11--11,211111122121111121221-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001350775.1_8080_8_9_genomic,777737777760731,777737777760731,2132151422213212-2112112,2121132212332351-2222--2,Euro-American,lineage4.1.2,ND,T3
GCA_001325525.1_8987_4_14_genomic,000000000001271,000000000001271,11-1111212211--1--111-11,111112121-12111111221-02,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001376835.1_6954_8_90_genomic,000000000003771,000000000003771,212225122321211411111212,212112222-22325122232-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001377595.1_6972_6_31_genomic,000000000003771,000000000003771,212113121322211211112212,212122121223323121232112,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001376495.1_6954_7_24_genomic,000000000003771,000000000003771,221212151321212221121212,213-11231-223221-1232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001327635.1_6540_2_16_genomic,141740003360340,141740003360340,211-22-212-121----111-12,211111222-22122021122-01,Euro-American,lineage4.8.2,ND,T1
